#	Aux1	The story may be false .	Aux
#	Compare23	Yoko feels happiest when she is listening to the music .	Compare
1	Yoko	_	PRON	PRP	_	2	nsubj	_	_
2	feels	_	VERB	VBZ	_	0	root	_	_
3	happiest	_	ADJ	JJ	_	2	acomp	_	_
4	when	_	ADV	WRB	_	7	advmod	_	_
5	she	_	PRON	PRP	_	7	nsubj	_	_
6	is	_	AUX	VBZ	_	7	aux	_	_
7	listening	_	VERB	VBG	_	2	advcl	_	_
8	to	_	ADP	TO	_	7	prep	_	_
9	the	_	DET	DT	_	10	det	_	_
10	music	_	NOUN	NN	_	8	pobj	_	_
11	.	_	PUNCT	.	_	2	punct	_	_
Q	Yoko loves to listen a music.
A	Y

#	Compare24	Peter is the second tallest man of the five .	Compare
1	Peter	_	PROPN	NNP	_	6	nsubj	_	_
2	is	_	VERB	VBZ	_	6	cop	_	_
3	the	_	DET	DT	_	6	det	_	_
4	second	_	ADJ	JJ	_	6	amod	_	_
5	tallest	_	ADJ	JJS	_	6	amod	_	_
6	man	_	NOUN	NN	_	0	root	_	_
7	of	_	ADP	IN	_	6	prep	_	_
8	the	_	DET	DT	_	9	det	_	_
9	five	_	NUM	CD	_	7	pobj	_	_
10	.	_	PUNCT	.	_	6	punct	_	_
Q	Peter is the tallest man.
A	N

#	Compare25	Mt.Fuji is the highest mountain in Japan .	Compare
1	Mt.Fuji	_	PROPN	NNP	_	5	nsubj	_	_
2	is	_	VERB	VBZ	_	5	cop	_	_
3	the	_	DET	DT	_	5	det	_	_
4	highest	_	ADJ	JJS	_	5	amod	_	_
5	mountain	_	NOUN	NN	_	0	root	_	_
6	in	_	ADP	IN	_	5	prep	_	_
7	Japan	_	PROPN	NNP	_	6	pobj	_	_
8	.	_	PUNCT	.	_	5	punct	_	_
Q	There are no mountains  which are higher than Mt.Fuji in Japan.
A	Y

#	Concession1	You must study history even if you do not like it .	Concession
1	You	_	PRON	PRP	_	3	nsubj	_	_
2	must	_	AUX	MD	_	3	aux	_	_
3	study	_	VERB	VB	_	0	root	_	_
4	history	_	NOUN	NN	_	3	dobj	_	_
5	even	_	ADV	RB	_	10	advmod	_	_
6	if	_	SCONJ	IN	_	10	mark	_	_
7	you	_	PRON	PRP	_	10	nsubj	_	_
8	do	_	AUX	VBP	_	10	aux	_	_
9	not	_	PART	RB	_	10	neg	_	_
10	like	_	VERB	VB	_	3	advcl	_	_
11	it	_	PRON	PRP	_	10	dobj	_	_
12	.	_	PUNCT	.	_	3	punct	_	_
Q	We have to study Mathmatics.
A	N

#	Concession2	Whether you succeed or fail , you have to do your best .	Concession
1	Whether	_	SCONJ	IN	_	3	mark	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	succeed	_	VERB	VBP	_	8	advcl	_	_
4	or	_	CONJ	CC	_	3	cc	_	_
5	fail	_	VERB	VBP	_	3	conj	_	_
6	,	_	PUNCT	,	_	8	punct	_	_
7	you	_	PRON	PRP	_	8	nsubj	_	_
8	have	_	VERB	VBP	_	0	root	_	_
9	to	_	PART	TO	_	10	aux	_	_
10	do	_	VERB	VB	_	8	xcomp	_	_
11	your	_	PRON	PRP$	_	12	poss	_	_
12	best	_	ADJ	JJS	_	10	dobj	_	_
13	.	_	PUNCT	.	_	8	punct	_	_
Q	It is important to do your best.
A	Y

#	Concession3	No matter what he may say , I believe his words .	Concession
1	No	_	DET	DT	_	2	neg	_	_
2	matter	_	NOUN	NN	_	9	advmod	_	_
3	what	_	PRON	WP	_	6	dobj	_	_
4	John	_	PRON	PRP	_	6	nsubj	_	_
5	may	_	AUX	MD	_	6	aux	_	_
6	say	_	VERB	VB	_	2	ccomp	_	_
7	,	_	PUNCT	,	_	9	punct	_	_
8	Tom	_	PRON	PRP	_	9	nsubj	_	_
9	believes	_	VERB	VBP	_	0	root	_	_
10	his	_	PRON	PRP$	_	11	poss	_	_
11	words	_	NOUN	NNS	_	9	dobj	_	_
12	.	_	PUNCT	.	_	9	punct	_	_
Q	Tom trusts John.
A	Y

#	Concession4	No matter how hard you may try , you can not master French in one month .	Concession
1	No	_	DET	DT	_	2	neg	_	_
2	matter	_	NOUN	NN	_	12	advmod	_	_
3	how	_	ADV	WRB	_	4	advmod	_	_
4	hard	_	ADJ	JJ	_	7	dep	_	_
5	you	_	PRON	PRP	_	7	nsubj	_	_
6	may	_	AUX	MD	_	7	aux	_	_
7	try	_	VERB	VB	_	2	dep	_	_
8	,	_	PUNCT	,	_	12	punct	_	_
9	you	_	PRON	PRP	_	12	nsubj	_	_
10	can	_	AUX	MD	_	12	aux	_	_
11	not	_	PART	RB	_	12	neg	_	_
12	master	_	VERB	VB	_	0	root	_	_
13	French	_	PROPN	NNP	_	12	dobj	_	_
14	in	_	ADP	IN	_	13	prep	_	_
15	one	_	NUM	CD	_	14	pobj	_	_
16	month	_	NOUN	NN	_	12	tmod	_	_
17	.	_	PUNCT	.	_	12	punct	_	_
Q	Learning French takes time.
A	Y

#	Concession5	Good book as it was , it did not sell well .	Concession
1	Good	_	ADJ	JJ	_	2	amod	_	_
2	book	_	NOUN	NN	_	5	dep	_	_
3	as	_	SCONJ	IN	_	5	mark	_	_
4	it	_	PRON	PRP	_	5	nsubj	_	_
5	was	_	VERB	VBD	_	10	advcl	_	_
6	,	_	PUNCT	,	_	10	punct	_	_
7	it	_	PRON	PRP	_	10	nsubj	_	_
8	did	_	AUX	VBD	_	10	aux	_	_
9	not	_	PART	RB	_	10	neg	_	_
10	sell	_	VERB	VB	_	0	root	_	_
11	well	_	ADV	RB	_	10	advmod	_	_
12	.	_	PUNCT	.	_	10	punct	_	_
Q	Many people bought the book.
A	N

#	Concession6	In spite of his poverty , he was very happy .	Concession
1	In	_	ADP	IN	_	10	prep	_	_
2	spite	_	NOUN	NN	_	1	pobj	_	_
3	of	_	ADP	IN	_	2	prep	_	_
4	his	_	PRON	PRP$	_	5	poss	_	_
5	poverty	_	NOUN	NN	_	3	pobj	_	_
6	,	_	PUNCT	,	_	10	punct	_	_
7	he	_	PRON	PRP	_	10	nsubj	_	_
8	was	_	VERB	VBD	_	10	cop	_	_
9	very	_	ADV	RB	_	10	advmod	_	_
10	happy	_	ADJ	JJ	_	0	root	_	_
11	.	_	PUNCT	.	_	10	punct	_	_
Q	He is rich.
A	N

#	Condition1	Any dress will do provided that it is red .	Condition
1	Any	_	DET	DT	_	2	det	_	_
2	dress	_	NOUN	NN	_	5	nsubj	_	_
3	will	_	AUX	MD	_	5	aux	_	_
4	do	_	AUX	VB	_	5	aux	_	_
5	provided	_	VERB	VBN	_	0	root	_	_
6	that	_	SCONJ	IN	_	9	mark	_	_
7	it	_	PRON	PRP	_	9	nsubj	_	_
8	is	_	VERB	VBZ	_	9	cop	_	_
9	red	_	ADJ	JJ	_	5	ccomp	_	_
10	.	_	PUNCT	.	_	5	punct	_	_
Q	Red dress is requested.
A	Y

#	Condition2	Any book will do so long as it is interesting .	Condition
1	Any	_	DET	DT	_	2	det	_	_
2	book	_	NOUN	NN	_	4	nsubj	_	_
3	will	_	AUX	MD	_	4	aux	_	_
4	do	_	VERB	VB	_	0	root	_	_
5	so	_	ADV	RB	_	6	advmod	_	_
6	long	_	ADV	RB	_	4	advmod	_	_
7	as	_	SCONJ	IN	_	10	mark	_	_
8	it	_	PRON	PRP	_	10	nsubj	_	_
9	is	_	VERB	VBZ	_	10	cop	_	_
10	interesting	_	ADJ	JJ	_	6	advcl	_	_
11	.	_	PUNCT	.	_	4	punct	_	_
Q	Interest is important for book.
A	Y

#	Condition3	I 'll lend you the money on the condition that you return it within one week .	Condition
1	Jorge	_	PROPN	PRP	_	3	nsubj	_	_
2	will	_	AUX	MD	_	3	aux	_	_
3	lend	_	VERB	VB	_	0	root	_	_
4	Kay	_	PRON	PRP	_	3	iobj	_	_
5	the	_	DET	DT	_	6	det	_	_
6	money	_	NOUN	NN	_	3	dobj	_	_
7	on	_	ADP	IN	_	6	prep	_	_
8	the	_	DET	DT	_	9	det	_	_
9	condition	_	NOUN	NN	_	7	pobj	_	_
10	that	_	SCONJ	IN	_	12	mark	_	_
11	Kay	_	PROPN	PRP	_	12	nsubj	_	_
12	returns	_	VERB	VB	_	3	ccomp	_	_
13	it	_	PRON	PRP	_	12	dobj	_	_
14	within	_	ADP	IN	_	12	prep	_	_
15	one	_	NUM	CD	_	16	num	_	_
16	week	_	NOUN	NN	_	14	pobj	_	_
17	.	_	PUNCT	.	_	3	punct	_	_
Q	Kay can never borrow money from Jorge
A	N

#	Condition4	Given that it is true , he is not to blame for the accident .	Condition
1	Given	_	VERB	VBN	_	8	dep	_	_
2	that	_	SCONJ	IN	_	5	mark	_	_
3	it	_	PRON	PRP	_	5	nsubj	_	_
4	is	_	VERB	VBZ	_	5	cop	_	_
5	truth	_	ADJ	JJ	_	1	pcomp	_	_
6	,	_	PUNCT	,	_	8	punct	_	_
7	Carl	_	PROPN	PRP	_	8	nsubj	_	_
8	is	_	VERB	VBZ	_	0	root	_	_
9	not	_	PART	RB	_	8	neg	_	_
10	to	_	PART	TO	_	11	aux	_	_
11	blame	_	VERB	VB	_	8	xcomp	_	_
12	for	_	ADP	IN	_	11	prep	_	_
13	the	_	DET	DT	_	14	det	_	_
14	accident	_	NOUN	NN	_	12	pobj	_	_
15	.	_	PUNCT	.	_	8	punct	_	_
Q	Carl may be criticized for his mistake.
A	N

#	Condition5	Once you 've started something , do n't leave it half-done .	Condition
1	Once	_	SCONJ	IN	_	4	mark	_	_
2	you	_	PRON	PRP	_	4	nsubj	_	_
3	have	_	AUX	VBP	_	4	aux	_	_
4	started	_	VERB	VBN	_	9	advcl	_	_
5	something	_	PRON	NN	_	4	dobj	_	_
6	,	_	PUNCT	,	_	9	punct	_	_
7	do	_	AUX	VB	_	9	aux	_	_
8	not	_	PART	RB	_	9	neg	_	_
9	leave	_	VERB	VB	_	0	root	_	_
10	it	_	PRON	PRP	_	11	nsubj	_	_
11	half-done	_	ADJ	JJ	_	9	xcomp	_	_
12	.	_	PUNCT	.	_	9	punct	_	_
Q	Whenever we face something difficult situation, we should quit it immediately.
A	N

#	Condition6	I will not go to the party unless Tom goes with me .	Condition
1	Tomas	_	PROPN	PRP	_	4	nsubj	_	_
2	will	_	AUX	MD	_	4	aux	_	_
3	not	_	PART	RB	_	4	neg	_	_
4	go	_	VERB	VB	_	0	root	_	_
5	to	_	ADP	TO	_	4	prep	_	_
6	the	_	DET	DT	_	7	det	_	_
7	party	_	NOUN	NN	_	5	pobj	_	_
8	unless	_	SCONJ	IN	_	10	mark	_	_
9	Mary	_	PROPN	NNP	_	10	nsubj	_	_
10	goes	_	VERB	VBZ	_	4	advcl	_	_
11	with	_	ADP	IN	_	10	prep	_	_
12	him	_	PRON	PRP	_	11	pobj	_	_
13	.	_	PUNCT	.	_	4	punct	_	_
Q	Tomas and Mary come to the party together if they come.
A	Y

#	Condition7	Study much harder , or you will fail .	Condition
1	Study	_	VERB	VBG	_	0	root	_	_
2	much	_	ADV	RB	_	3	advmod	_	_
3	harder	_	ADJ	JJR	_	1	acomp	_	_
4	,	_	PUNCT	,	_	1	punct	_	_
5	or	_	CONJ	CC	_	1	cc	_	_
6	you	_	PRON	PRP	_	8	nsubj	_	_
7	will	_	AUX	MD	_	8	aux	_	_
8	fail	_	VERB	VB	_	1	conj	_	_
9	.	_	PUNCT	.	_	1	punct	_	_
Q	Study is important for avoiding to fail.
A	Y

#	Condition8	If I knew her phone number , I could call her .	Condition
1	If	_	SCONJ	IN	_	3	mark	_	_
2	Tom	_	PROPN	PRP	_	3	nsubj	_	_
3	knew	_	VERB	VBD	_	10	advcl	_	_
4	Karen’s	_	PROPN	PRP$	_	6	poss	_	_
5	phone	_	NOUN	NN	_	6	nn	_	_
6	number	_	NOUN	NN	_	3	dobj	_	_
7	,	_	PUNCT	,	_	10	punct	_	_
8	he	_	PRON	PRP	_	10	nsubj	_	_
9	could	_	AUX	MD	_	10	aux	_	_
10	call	_	VERB	VB	_	0	root	_	_
11	her	_	PRON	PRP	_	10	dobj	_	_
12	.	_	PUNCT	.	_	10	punct	_	_
Q	Tom can contact Karen with phone.
A	N

#	Condition9	If John had left earlier , he would have caught the train .	Condition
1	If	_	SCONJ	IN	_	4	mark	_	_
2	John	_	PRON	PRP	_	4	nsubj	_	_
3	had	_	AUX	VBD	_	4	aux	_	_
4	left	_	VERB	VBN	_	10	advcl	_	_
5	earlier	_	ADV	RBR	_	4	advmod	_	_
6	,	_	PUNCT	,	_	10	punct	_	_
7	he	_	PRON	PRP	_	10	nsubj	_	_
8	would	_	AUX	MD	_	10	aux	_	_
9	have	_	AUX	VB	_	10	aux	_	_
10	caught	_	VERB	VBN	_	0	root	_	_
11	the	_	DET	DT	_	12	det	_	_
12	train	_	NOUN	NN	_	10	dobj	_	_
13	.	_	PUNCT	.	_	10	punct	_	_
Q	John could not catch the train.
A	Y

#	Condition10	If he had taken the bus , he would not be alive now .	Condition
1	If	_	SCONJ	IN	_	4	mark	_	_
2	Rick	_	PROPN	PRP	_	4	nsubj	_	_
3	had	_	AUX	VBD	_	4	aux	_	_
4	taken	_	VERB	VBN	_	12	advcl	_	_
5	the	_	DET	DT	_	6	det	_	_
6	bus	_	NOUN	NN	_	4	dobj	_	_
7	,	_	PUNCT	,	_	12	punct	_	_
8	he	_	PRON	PRP	_	12	nsubj	_	_
9	would	_	AUX	MD	_	12	aux	_	_
10	not	_	PART	RB	_	12	neg	_	_
11	be	_	VERB	VB	_	12	cop	_	_
12	alive	_	ADJ	JJ	_	0	root	_	_
13	now	_	ADV	RB	_	12	advmod	_	_
14	.	_	PUNCT	.	_	12	punct	_	_
Q	Rick comes with bus.
A	N

#	Condition11	If the sun were to go out , we would all die .	Condition
1	If	_	SCONJ	IN	_	4	mark	_	_
2	the	_	DET	DT	_	3	det	_	_
3	sun	_	NOUN	NN	_	4	nsubj	_	_
4	were	_	VERB	VBD	_	12	advcl	_	_
5	to	_	PART	TO	_	6	aux	_	_
6	go	_	VERB	VB	_	4	xcomp	_	_
7	out	_	ADP	RP	_	6	prt	_	_
8	,	_	PUNCT	,	_	12	punct	_	_
9	we	_	PRON	PRP	_	12	nsubj	_	_
10	would	_	AUX	MD	_	12	aux	_	_
11	all	_	ADV	RB	_	12	advmod	_	_
12	die	_	VERB	VB	_	0	root	_	_
13	.	_	PUNCT	.	_	12	punct	_	_
Q	Sun Is need for us to live.
A	Y

#	Condition12	If it had not been for your help , I could not have succeeded .	Condition
1	If	_	SCONJ	IN	_	5	mark	_	_
2	it	_	PRON	PRP	_	5	nsubj	_	_
3	had	_	AUX	VBD	_	5	aux	_	_
4	not	_	PART	RB	_	5	neg	_	_
5	been	_	VERB	VBN	_	14	advcl	_	_
6	for	_	ADP	IN	_	5	prep	_	_
7	the	_	PRON	PRP$	_	8	poss	_	_
8	help	_	NOUN	NN	_	6	pobj	_	_
9	,	_	PUNCT	,	_	14	punct	_	_
10	Jorge	_	PROPN	PRP	_	14	nsubj	_	_
11	could	_	AUX	MD	_	14	aux	_	_
12	not	_	PART	RB	_	14	neg	_	_
13	have	_	AUX	VB	_	14	aux	_	_
14	succeeded	_	VERB	VBN	_	0	root	_	_
15	.	_	PUNCT	.	_	14	punct	_	_
Q	Someone helped Jorge.
A	Y

#	Condition13	Cathy was busy on the day ; otherwise , she would have come to see the concert .	Condition
1	Cathy	_	PROPN	PRP	_	3	nsubj	_	_
2	was	_	VERB	VBD	_	3	cop	_	_
3	busy	_	ADJ	JJ	_	0	root	_	_
4	on	_	ADP	IN	_	3	prep	_	_
5	the	_	DET	DT	_	6	det	_	_
6	day	_	NOUN	NN	_	4	pobj	_	_
7	;	_	PUNCT	:	_	3	punct	_	_
8	otherwise	_	ADV	RB	_	13	advmod	_	_
9	,	_	PUNCT	,	_	13	punct	_	_
10	he	_	PRON	PRP	_	13	nsubj	_	_
11	would	_	AUX	MD	_	13	aux	_	_
12	have	_	AUX	VB	_	13	aux	_	_
13	come	_	VERB	VBN	_	3	parataxis	_	_
14	to	_	PART	TO	_	15	aux	_	_
15	see	_	VERB	VB	_	13	xcomp	_	_
16	the	_	DET	DT	_	17	det	_	_
17	concert	_	NOUN	NN	_	15	dobj	_	_
18	.	_	PUNCT	.	_	3	punct	_	_
Q	Cathy can come to the concert.
A	N

#	Condition14	One more step , and Jim would have fallen off the cliff .	Condition
1	One	_	NUM	CD	_	3	num	_	_
2	more	_	ADJ	JJR	_	3	amod	_	_
3	step	_	NOUN	NN	_	0	root	_	_
4	,	_	PUNCT	,	_	3	punct	_	_
5	and	_	CONJ	CC	_	3	cc	_	_
6	Jim	_	PROPN	PRP	_	9	nsubj	_	_
7	would	_	AUX	MD	_	9	aux	_	_
8	have	_	AUX	VB	_	9	aux	_	_
9	fallen	_	VERB	VBN	_	3	dep	_	_
10	off	_	ADP	RP	_	9	prt	_	_
11	the	_	DET	DT	_	12	det	_	_
12	cliff	_	NOUN	NN	_	9	dobj	_	_
13	.	_	PUNCT	.	_	3	punct	_	_
Q	Jim was about to fall off the cliff.
A	Y

#	FormalObj1	Tom found it easy to deceive Rachel .	FormalObj
1	Tom	_	PROPN	PRP	_	2	nsubj	_	_
2	found	_	VERB	VBD	_	0	root	_	_
3	it	_	PRON	PRP	_	4	nsubj	_	_
4	easy	_	ADJ	JJ	_	2	xcomp	_	_
5	to	_	PART	TO	_	6	aux	_	_
6	deceive	_	VERB	VB	_	4	xcomp	_	_
7	Rachel	_	PROPN	PRP	_	6	dobj	_	_
8	.	_	PUNCT	.	_	2	punct	_	_
Q	Rachel seems like naive.
A	Y

#	FormalObj2	Glen think it important that we should do our best .	FormalObj
1	Glen	_	PROPN	PRP	_	2	nsubj	_	_
2	think	_	VERB	VBP	_	0	root	_	_
3	it	_	PRON	PRP	_	4	nsubj	_	_
4	important	_	ADJ	JJ	_	2	xcomp	_	_
5	that	_	SCONJ	IN	_	8	mark	_	_
6	we	_	PRON	PRP	_	8	nsubj	_	_
7	should	_	AUX	MD	_	8	aux	_	_
8	do	_	VERB	VB	_	2	ccomp	_	_
9	our	_	PRON	PRP$	_	10	poss	_	_
10	best	_	ADJ	JJS	_	8	dobj	_	_
11	.	_	PUNCT	.	_	2	punct	_	_
Q	It is better to stay.
A	N

#	FormalObj3	We often hear it said that the Japanese are a shy people .	FormalObj
1	We	_	PRON	PRP	_	3	nsubj	_	_
2	often	_	ADV	RB	_	3	advmod	_	_
3	hear	_	VERB	VBP	_	0	root	_	_
4	it	_	PRON	PRP	_	5	nsubj	_	_
5	said	_	VERB	VBD	_	3	ccomp	_	_
6	that	_	SCONJ	IN	_	12	mark	_	_
7	the	_	DET	DT	_	8	det	_	_
8	Japanese	_	PROPN	NNPS	_	12	nsubj	_	_
9	are	_	VERB	VBP	_	12	cop	_	_
10	a	_	DET	DT	_	12	det	_	_
11	shy	_	ADJ	JJ	_	12	amod	_	_
12	people	_	NOUN	NNS	_	5	ccomp	_	_
13	.	_	PUNCT	.	_	3	punct	_	_
Q	Chinese are a shy people.
A	N

#	FormalObj4	I 'll leave it to you to decide which way to go .	FormalObj
1	Leon	_	PROPN	PRP	_	3	nsubj	_	_
2	will	_	AUX	MD	_	3	aux	_	_
3	leave	_	VERB	VB	_	0	root	_	_
4	it	_	PRON	PRP	_	3	dobj	_	_
5	to	_	ADP	TO	_	3	prep	_	_
6	you	_	PRON	PRP	_	5	pobj	_	_
7	to	_	PART	TO	_	8	aux	_	_
8	decide	_	VERB	VB	_	3	vmod	_	_
9	which	_	DET	WDT	_	10	dep	_	_
10	way	_	NOUN	NN	_	12	advmod	_	_
11	to	_	PART	TO	_	12	aux	_	_
12	go	_	VERB	VB	_	8	xcomp	_	_
13	.	_	PUNCT	.	_	3	punct	_	_
Q	Leon does not determine where to go.
A	Y

#	FormalObj5	Pierre thought it useless leaving so early .	FormalObj
1	Pierre	_	PROPN	PRP	_	2	nsubj	_	_
2	thought	_	VERB	VBD	_	0	root	_	_
3	it	_	PRON	PRP	_	5	nsubj	_	_
4	useless	_	ADJ	JJ	_	5	dep	_	_
5	leaving	_	VERB	VBG	_	2	xcomp	_	_
6	so	_	ADV	RB	_	7	advmod	_	_
7	early	_	ADV	RB	_	5	advmod	_	_
8	.	_	PUNCT	.	_	2	punct	_	_
Q	Pierre wanted to go elsewhere as possible as early.
A	N

#	FormalObj6	I 'd like you to make it clear whether Tom wants to go with me or not .	FormalObj
1	I	_	PRON	PRP	_	3	nsubj	_	_
2	would	_	AUX	MD	_	3	aux	_	_
3	like	_	VERB	VB	_	0	root	_	_
4	you	_	PRON	PRP	_	3	dobj	_	_
5	to	_	PART	TO	_	6	aux	_	_
6	make	_	VERB	VB	_	3	xcomp	_	_
7	it	_	PRON	PRP	_	8	nsubj	_	_
8	clear	_	ADJ	JJ	_	6	xcomp	_	_
9	whether	_	SCONJ	IN	_	11	mark	_	_
10	Tom	_	PROPN	PRP	_	11	nsubj	_	_
11	wants	_	VERB	VBP	_	3	ccomp	_	_
12	to	_	PART	TO	_	13	aux	_	_
13	go	_	VERB	VB	_	11	xcomp	_	_
14	with	_	ADP	IN	_	13	prep	_	_
15	me	_	PRON	PRP	_	14	pobj	_	_
16	or	_	CONJ	CC	_	11	cc	_	_
17	not	_	ADV	RB	_	11	conj	_	_
18	.	_	PUNCT	.	_	3	punct	_	_
Q	You want for Tom to come with you.
A	N

#	FormalSubj1	It is impossible for Katy to live on such low wages .	FormalSubj
1	It	_	PRON	PRP	_	3	nsubj	_	_
2	is	_	VERB	VBZ	_	3	cop	_	_
3	impossible	_	ADJ	JJ	_	0	root	_	_
4	for	_	ADP	IN	_	3	prep	_	_
5	Katy	_	PROPN	PRP	_	4	pobj	_	_
6	to	_	PART	TO	_	7	aux	_	_
7	live	_	VERB	VB	_	3	xcomp	_	_
8	on	_	ADP	IN	_	7	prep	_	_
9	such	_	ADJ	JJ	_	11	amod	_	_
10	low	_	ADJ	JJ	_	11	amod	_	_
11	wages	_	NOUN	NNS	_	8	pobj	_	_
12	.	_	PUNCT	.	_	3	punct	_	_
Q	Katy can live without good salary.
A	N

#	FormalSubj2	It took Lucas three hours to finish his homework .	FormalSubj
1	It	_	PRON	PRP	_	2	nsubj	_	_
2	took	_	VERB	VBD	_	0	root	_	_
3	Lucas	_	PROPN	PRP	_	2	iobj	_	_
4	three	_	NUM	CD	_	5	num	_	_
5	hours	_	NOUN	NNS	_	2	dobj	_	_
6	to	_	PART	TO	_	7	aux	_	_
7	finish	_	VERB	VB	_	2	vmod	_	_
8	his	_	PRON	PRP$	_	9	poss	_	_
9	homework	_	NOUN	NN	_	7	dobj	_	_
10	.	_	PUNCT	.	_	2	punct	_	_
Q	Lucas have done his homework within a hour.
A	N

#	FormalSubj3	It cost Leon thirty thousand yen to have his car repaired .	FormalSubj
1	It	_	PRON	PRP	_	2	nsubj	_	_
2	cost	_	VERB	VBD	_	0	root	_	_
3	Leon	_	PROPN	PRP	_	2	iobj	_	_
4	thirty	_	NUM	CD	_	6	num	_	_
5	thousand	_	NUM	CD	_	6	num	_	_
6	yen	_	NOUN	NNS	_	2	dobj	_	_
7	to	_	PART	TO	_	8	aux	_	_
8	have	_	VERB	VB	_	2	vmod	_	_
9	his	_	PRON	PRP$	_	10	poss	_	_
10	car	_	NOUN	NN	_	8	dobj	_	_
11	repaired	_	VERB	VBN	_	10	vmod	_	_
12	.	_	PUNCT	.	_	2	punct	_	_
Q	30,000 yen was needed to repair Leon’s car.
A	Y

#	FormalSubj4	It was careless of you to leave your umbrella in the bus .	FormalSubj
1	It	_	PRON	PRP	_	3	nsubj	_	_
2	was	_	VERB	VBD	_	3	cop	_	_
3	careless	_	ADJ	JJ	_	0	root	_	_
4	of	_	ADP	IN	_	3	prep	_	_
5	you	_	PRON	PRP	_	4	pobj	_	_
6	to	_	PART	TO	_	7	aux	_	_
7	leave	_	VERB	VB	_	3	xcomp	_	_
8	your	_	PRON	PRP$	_	9	poss	_	_
9	umbrella	_	NOUN	NN	_	7	dobj	_	_
10	in	_	ADP	IN	_	7	prep	_	_
11	the	_	DET	DT	_	12	det	_	_
12	bus	_	NOUN	NN	_	10	pobj	_	_
13	.	_	PUNCT	.	_	3	punct	_	_
Q	You forgot to take your umbrella when you got off the bus.
A	Y

#	FormalSubj5	It is necessary that Cathy should go to Bob as soon as possible .	FormalSubj
1	It	_	PRON	PRP	_	3	nsubj	_	_
2	is	_	VERB	VBZ	_	3	cop	_	_
3	necessary	_	ADJ	JJ	_	0	root	_	_
4	that	_	SCONJ	IN	_	7	mark	_	_
5	Cathy	_	PROPN	PRP	_	7	nsubj	_	_
6	should	_	AUX	MD	_	7	aux	_	_
7	go	_	VERB	VB	_	3	ccomp	_	_
8	to	_	ADP	TO	_	7	prep	_	_
9	Bob	_	PROPN	PRP	_	8	pobj	_	_
10	as	_	SCONJ	IN	_	13	mark	_	_
11	soon	_	ADV	RB	_	13	advmod	_	_
12	as	_	ADV	RB	_	13	advmod	_	_
13	possible	_	ADJ	JJ	_	7	advcl	_	_
14	.	_	PUNCT	.	_	3	punct	_	_
Q	Cathy do not need to meet Bob.
A	N

#	FormalSubj6	It does not matter whether Lee agree with me or not .	FormalSubj
1	It	_	PRON	PRP	_	4	nsubj	_	_
2	does	_	AUX	VBZ	_	4	aux	_	_
3	not	_	PART	RB	_	4	neg	_	_
4	matter	_	VERB	VB	_	0	root	_	_
5	whether	_	SCONJ	IN	_	7	mark	_	_
6	Lee	_	PROPN	PRP	_	7	nsubj	_	_
7	agree	_	VERB	VBP	_	4	ccomp	_	_
8	with	_	ADP	IN	_	7	prep	_	_
9	me	_	PRON	PRP	_	8	pobj	_	_
10	or	_	CONJ	CC	_	7	cc	_	_
11	not	_	ADV	RB	_	7	conj	_	_
12	.	_	PUNCT	.	_	4	punct	_	_
Q	Lee’s opinion will be ignored.
A	Y

#	FormalSubj7	Just because his salary is high , it does n't follow that he is competent .	FormalSubj
1	Just	_	ADV	RB	_	6	advmod	_	_
2	because	_	SCONJ	IN	_	6	mark	_	_
3	his	_	PRON	PRP$	_	4	poss	_	_
4	salary	_	NOUN	NN	_	6	nsubj	_	_
5	is	_	VERB	VBZ	_	6	cop	_	_
6	high	_	ADJ	JJ	_	11	advcl	_	_
7	,	_	PUNCT	,	_	11	punct	_	_
8	it	_	PRON	PRP	_	11	nsubj	_	_
9	does	_	AUX	VBZ	_	11	aux	_	_
10	not	_	PART	RB	_	11	neg	_	_
11	follow	_	VERB	VB	_	0	root	_	_
12	that	_	SCONJ	IN	_	15	mark	_	_
13	he	_	PRON	PRP	_	15	nsubj	_	_
14	is	_	VERB	VBZ	_	15	cop	_	_
15	competent	_	ADJ	JJ	_	11	ccomp	_	_
16	.	_	PUNCT	.	_	11	punct	_	_
Q	Salary always correlates with the person’s skill.
A	N

#	FormalSubj8	It matters little when Tom will finish the job .	FormalSubj
1	It	_	PRON	PRP	_	2	nsubj	_	_
2	matters	_	VERB	VBZ	_	0	root	_	_
3	little	_	ADJ	JJ	_	2	acomp	_	_
4	when	_	ADV	WRB	_	7	advmod	_	_
5	Tom	_	PROPN	PRP	_	7	nsubj	_	_
6	will	_	AUX	MD	_	7	aux	_	_
7	finish	_	VERB	VB	_	2	advcl	_	_
8	the	_	DET	DT	_	9	det	_	_
9	job	_	NOUN	NN	_	7	dobj	_	_
10	.	_	PUNCT	.	_	2	punct	_	_
Q	Tom’s progress does not affect on anything.
A	Y

#	FormalSubj9	It occurred to Melissa that Chris had been seriously ill .	FormalSubj
1	It	_	PRON	PRP	_	2	nsubj	_	_
2	occurred	_	VERB	VBD	_	0	root	_	_
3	to	_	ADP	TO	_	2	prep	_	_
4	Melissa	_	PROPN	PRP	_	3	pobj	_	_
5	that	_	SCONJ	IN	_	10	mark	_	_
